Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-1240.597	-1455.343	214.7462	1.335417	4.920692	1.382128
6	-1264.581	-1479.327	214.7462	1.335417	4.920692	1.382128
12	-1271.458	-1486.21	214.7524	1.142391	5.079809	1.491175
18	-1272.534	-1487.078	214.544	1.232778	4.841092	1.627704
24	-1262.959	-1475.808	212.8495	0.7599356	3.42492	3.298228
30	-1262.078	-1476.422	214.3448	0.9789433	5.531415	1.81445
36	-1264.384	-1478.337	213.9525	1.033432	5.531415	2.042592
42	-1259.932	-1472.784	212.8523	0.8442347	3.350418	3.263767
48	-1265.744	-1479.317	213.5726	0.8114269	2.962143	2.948524
54	-1261.23	-1474.794	213.5633	0.8907085	3.934625	2.680298
60	-1258.107	-1471.446	213.3395	0.8510879	4.029966	2.821568
66	-1242.314	-1456.853	214.5393	0.9672768	3.763778	2.049532
72	-1250.639	-1464.902	214.2633	0.8925323	3.294873	2.389008
78	-1244.586	-1458.294	213.7079	0.7810949	3.95721	2.654014
84	-1243.626	-1458.138	214.5121	1.050474	4.014506	1.954603
90	-1246.307	-1460.513	214.206	0.8915036	4.014506	2.259682
96	-1244.256	-1457.834	213.5786	0.9032895	4.223666	2.604008
102	-1233.885	-1446.976	213.0918	0.9638804	2.958477	3.14583
108	-1239.849	-1452.978	213.1291	0.760155	3.339398	3.152173
114	-1245.476	-1458.765	213.2892	0.7959559	3.795985	2.933936
120	-1245.787	-1459.965	214.1774	0.8241657	3.209768	2.507233
126	-1226.066	-1440.11	214.0443	0.9263028	2.996807	2.581328
132	-1232.944	-1447.166	214.2221	0.9602496	3.260755	2.380789
138	-1236.44	-1450.617	214.177	0.7969772	4.16365	2.307167
144	-1231.366	-1444.856	213.4898	0.7291612	3.871977	2.836975
150	-1243.599	-1456.26	212.6607	0.6865884	3.024692	3.545791
156	-1242.687	-1455.45	212.7631	0.757127	3.111582	3.42364
162	-1248.234	-1461.188	212.9543	0.8010106	3.327529	3.234351
168	-1248.577	-1462.355	213.7775	0.7993718	3.278029	2.752626
174	-1246.141	-1459.08	212.9382	0.8504583	4.45182	2.982534
180	-1241.257	-1454.507	213.2498	0.9367131	3.560693	2.923924
186	-1258.186	-1471.593	213.4071	0.7154036	3.50449	2.975122
192	-1255.997	-1469.221	213.2242	0.8529419	3.541075	2.994136
